Station Name,Accessibilité ,Adjacent building,Adjacent station,Adresse ,Architect,Architecte(s) ,Area,Artiste(s) ,Autocar liO ,Bus ,Bus Tisséo ,"Bus, Navette Tisséo ",Capital cost,Connecting line,Construction ,Coordonnéesgéographiques ,Date of official closure,Date of official opening,Different from,Elevation above sea level,Exploitant ,Has part(s),Has use,Heritage designation,Inception,Interchange station,Ligne(s) ,Linéo Tisséo ,Linéo TisséoNavette Tisséo ,Localisation,Located in or next to body of water,Located on street,Location,Mise en service ,Métro ,Named after,Navette Tisséo ,Nombre d'accès ,Operator,Owned by,Part of,Pays,Position parrapport au sol ,Pronunciation audio,Propriétaire ,Quais ,Quartier ,Quartier de Toulouse ,Replaces,Service entry,Significant event,Street address,Structure replaces,TAD Tisséo ,TER ,TER Occitanie ,Train ,Train urbain ,Trains ,Tramway ,Transit annuel ,Transport network,Téléphérique ,Ville,Visitors per year,Voies ,  ,  Train urbain ,​​​​​​​​​​​​​​​ ,​​​​​​​​​​​​​​​ BHNS ,​​​​​​​​​​​​​​​ Bus 
Gare de Mareil-Marly,,,Gare de Saint-Germain-en-Laye-Bel-Air,,,,,,,,,,,Grande Ceinture line,,,,,,,,,,,,,,,,"48° 52′ 52.11″ N, 2° 04′ 45.91″ E",,,"Mareil-Marly, Yvelines, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Marly-le-Roi,,,"Gare de L'Étang-la-Ville (Gare de Saint-Nom-la-Bretèche – Forêt de Marly, Line L)Gare de Louveciennes (Gare Saint-Lazare, Line L)",,,,,,,,,,,Ligne de Saint-Cloud à Saint-Nom-la-Bretèche - Forêt-de-Marly,,,,,,,,,,,,,,,,"48° 52′ 17″ N, 2° 05′ 48″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,rue Carnot 78160 Marly-le-Roi,,,,,,,,,,Transilien,,,,,,,,,
Gare de Montreuil,,,"Viroflay-Rive-Droite station (Gare Saint-Lazare, Line L)Gare de Versailles-Rive-Droite (Gare de Versailles-Rive-Droite, Line L)",,,,,,,,,,,ligne de Paris-Saint-Lazare à Versailles-Rive-Droite,,,,,,121 m,,,,,,,,,,"48° 48′ 23.47″ N, 2° 09′ 03.85″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Noisy-le-Roi,,,Gare de Saint-Nom-la-Bretèche – Forêt de Marly,,,,,,,,,,,Grande Ceinture line,,,,1882,,133 m,,,,,,,,,,"48° 50′ 28.8″ N, 2° 03′ 42.84″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Pont Cardinet,,,"Gare de Clichy-Levallois (Gare de Cergy-le-Haut, Gare de Versailles-Rive-Droite, Gare de Saint-Nom-la-Bretèche – Forêt de Marly, Line L)Gare Saint-Lazare (Gare Saint-Lazare, Line L)",,Julien Polti,,,,,,,,,ligne de Paris-Saint-Lazare à Versailles-Rive-Droite,,,,1854,,36 m,,,,Cultural heritage monuments in Île-de-France (2021–),,Pont Cardinet,,,,"48° 53′ 16.08″ N, 2° 18′ 50.76″ E",,,"17th arrondissement of Paris, Paris, Grand Paris, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Saint-Germain-en-Laye-Bel-Air - Fourqueux,,,Gare de Saint-Germain-en-Laye Grande-CeintureGare de Mareil-Marly,,,,,,,,,,,Grande Ceinture line,,,,,,86 m,,,,,,,,,,"48° 53′ 43.95″ N, 2° 04′ 13.23″ E",,,Saint-Germain-en-LayeSaint-Germain-en-LayeFrance,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Saint-Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Puteaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Saint-Germain-en-Laye-Grande-Ceinture,,,Gare de Saint-Germain-en-Laye-Bel-Air,,,,,,,,,,,Grande Ceinture line,,,,,,79 m,,,,,,,,,,"48° 54′ 11″ N, 2° 04′ 23″ E",,,Saint-Germain-en-LayeSaint-Germain-en-LayeFrance,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Saint-Nom-la-Bretèche - Forêt de Marly,,,"Gare de L'Étang-la-Ville (Gare Saint-Lazare, Line L)Gare de Noisy-le-Roi",,,,,,,,,,,Ligne de Saint-Cloud à Saint-Nom-la-Bretèche - Forêt-de-MarlyGrande Ceinture line,,,,,,129 m,,,,,,Saint-Nom-la-Bretèche - Forêt de Marly,,,,"48° 52′ 04″ N, 2° 03′ 04″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Sèvres - Ville-d'Avray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Suresnes-Mont-Valérien,,,"Gare de Puteaux (Gare Saint-Lazare, ligne de Paris-Saint-Lazare à Versailles-Rive-Droite, Line L)Gare du Val d'Or (Gare de Versailles-Chantiers, Gare de Saint-Nom-la-Bretèche – Forêt de Marly, ligne de Paris-Saint-Lazare à Versailles-Rive-Droite, Line L)Gare de Saint-Cloud (Gare de La Verrière, Line U)Gare de Puteaux (La Défense, Line U)",,,,,,,,,,,ligne de Paris-Saint-Lazare à Versailles-Rive-Droite,,,,1840,,69 m,,,,,1840,,,,,"48° 52′ 18.15″ N, 2° 13′ 15.82″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare des Vallées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare du Val d'Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Vaucresson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Versailles-Rive-Droite,,,"Gare de Montreuil (Gare Saint-Lazare, ligne de Paris-Saint-Lazare à Versailles-Rive-Droite, Line L)",,Alfred Armand,,,,,,,,,ligne de Paris-Saint-Lazare à Versailles-Rive-Droite,,,,1839,Gare de Versailles-Chantiers,126 m,,,,Cultural heritage monuments in Île-de-France (2019–),2 August 1839,,,,,"48° 48′ 35″ N, 2° 08′ 05″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Viroflay-Rive-Droite,,,"Gare de Montreuil (Gare de Versailles-Rive-Droite, Line L)Gare de Chaville-Rive-Droite (Gare Saint-Lazare, Line L)",,,,,,,,,,,ligne de Paris-Saint-Lazare à Versailles-Rive-Droite,,,,,,114 m,,,,,,Viroflay-Rive-Droite Station,,,,"48° 48′ 19.76″ N, 2° 10′ 05.88″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Coignières,,,"Gare des Essarts-le-Roi (Brest railway station, Paris–Brest railway, Line N)Gare de La Verrière (Gare Montparnasse, Paris–Brest railway, Line N)",,,,,,,,,,,Paris–Brest railway,,,,1902,,169 m,,,,,,,,,,"48° 44′ 37.11″ N, 1° 55′ 15.12″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Clamart,,,"Gare de Meudon (Brest railway station, Paris–Brest railway, Line N)Gare de Vanves-Malakoff (Gare Montparnasse, Paris–Brest railway, Line N)",,,,,,,,,,,Paris–Brest railway,,,,,,77 m,,,,,,Clamart,,,,"48° 48′ 49.53″ N, 2° 16′ 22.81″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Beynes,,,"Gare de Plaisir - Grignon (Gare Montparnasse, Line N)Gare de Mareil-sur-Mauldre (Gare de Mantes-la-Jolie, Line N)",,,,,,,,,,,Q3239796,,,,,,56 m,,,,,,,,,,"48° 51′ 33.79″ N, 1° 52′ 32.1″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Bellevue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Chaville-Rive-Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Dreux,,,"Gare de Marchezais - Broué (Gare Montparnasse, Line N)Nonancourt Station (Q123497536)Gare de Versailles-Chantiers (Q123497536)",,,,,,,,,,,Saint-Cyr - Surdon linerailway line from Chartres to DreuxQ17177380Auneau-Ville - Dreux,,,,1864,,105 m,,,,,,,,,,"48° 43′ 52.98″ N, 1° 22′ 12.68″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,place Pierre-Semard 28100 Dreux,,,,,,,,,,TransilienNomad TrainTER Centre-Val de Loire,,,,,,,,,
Gare de Garancières - La Queue,,,"Orgerus-Béhoust station (Gare de Dreux, Line N)Gare de Montfort-l'Amaury - Méré (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon line,,,,1864,,124 m,,,,,,,,,,"48° 48′ 38.04″ N, 1° 45′ 53″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Fontenay-le-Fleury,,,"Gare de Villepreux - Les Clayes (Gare de Dreux, Gare de Mantes-la-Jolie, Line N)gare de Saint-Cyr (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon line,,,,,,155 m,,,,,,,,,,"48° 48′ 26.56″ N, 2° 02′ 26.53″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare des Essarts-le-Roi,,,"Gare du Perray (Gare de Rambouillet, Paris–Brest railway, Line N)Gare de Coignières (Gare Montparnasse, Paris–Brest railway, Line N)",,,,,,,,,,,Paris–Brest railway,,,,,,174 m,,,,,,,,,,"48° 43′ 18.36″ N, 1° 53′ 24.88″ E",,,"Les Essarts-le-Roi, Yvelines, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Houdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 47′ 45.31″ N, 1° 36′ 09.98″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Mareil-sur-Mauldre,,,"Gare de Beynes (Gare Montparnasse, Line N)Gare de Maule (Gare de Mantes-la-Jolie, Line N)",,,,,,,,,,,Q3239796,,,,,,48 m,,,,,,,,,,"48° 53′ 37.38″ N, 1° 52′ 17.9″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Maule,,,"Nézel - Aulnay (Gare de Mantes-la-Jolie, Line N)Gare de Mareil-sur-Mauldre (Gare Montparnasse, Line N)",,,,,,,,,,,Q3239796,,,,,,40 m,,,,,,,,,,"48° 54′ 33.13″ N, 1° 51′ 25.83″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Marchezais - Broué,,,"Gare de Dreux (Gare de Dreux, Line N)Gare de Houdan (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon line,,,,,,139 m,,,,,,,,,,"48° 46′ 06.38″ N, 1° 30′ 48.56″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,TransilienTER Centre-Val de Loire,,,,,,,,,
Gare de Meudon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Montfort-l'Amaury - Méré,,,"Gare de Garancières - La Queue (Gare de Dreux, Line N)Gare de Villiers - Neauphle - Pontchartrain (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon line,,,,,,94 m,,,,,,,,,,"48° 48′ 09.35″ N, 1° 48′ 55.79″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Nézel - Aulnay,,,"Épône - Mézières (Gare de Mantes-la-Jolie, Line N)Gare de Maule (Gare Montparnasse, Line N)",,,,,,,,,,,Q3239796,,,,,,30 m,,,,,,,,,,"48° 56′ 19.64″ N, 1° 50′ 26.47″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare d'Orgerus - Béhoust,,,"Gare de Tacoignières - Richebourg (Gare de Dreux, Line N)Gare de Garancières - La Queue (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon line,,,,,,128 m,,,,,,,,,,"48° 49′ 36.24″ N, 1° 42′ 10.53″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Paris-Montparnasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 50′ 28.17″ N, 2° 19′ 13.71″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare du Perray,,,"Gare de Rambouillet (Gare de Rambouillet, Paris–Brest railway, Line N)Gare des Essarts-le-Roi (Gare Montparnasse, Paris–Brest railway, Line N)",,,,,,,,,,,Paris–Brest railway,,,,12 July 1849,,175 m,,,,,,,,,,"48° 41′ 35.46″ N, 1° 51′ 22.31″ E",,,"Le Perray-en-Yvelines, Yvelines, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Plaisir - Les Clayes,,,"Gare de Plaisir - Grignon (Gare de Dreux, Gare de Mantes-la-Jolie, Line N)Gare de Villepreux - Les Clayes (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon line,,,,,,119 m,,,,,,,,,,"48° 49′ 50.87″ N, 1° 57′ 36.03″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Plaisir - Grignon,,,"Gare de Villiers - Neauphle - Pontchartrain (Gare de Dreux, Line N)Gare de Beynes (Gare de Mantes-la-Jolie, Line N)Gare de Plaisir - Les Clayes (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon lineQ3239796,,,,,,106 m,,,,,,,,,,"48° 49′ 54.59″ N, 1° 56′ 36.02″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Rambouillet,,,"Gare de Gazeran (Brest railway station, Paris–Brest railway)Gare du Perray (Gare Montparnasse, Paris–Brest railway, Line N)",,,,,,,,,,,Paris–Brest railway,,,,12 July 1849,,161 m,,,,,,,,,,"48° 38′ 37.37″ N, 1° 49′ 53.38″ E",,,"Rambouillet, Yvelines, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,"1 place Fernand Prudhomme, 78120 Rambouillet, France",,,,,,,,,,TransilienTER Centre-Val de Loire,,,,,,,,,
Gare de Saint-Cyr,,,"Gare de Saint-Quentin-en-Yvelines (Gare de Rambouillet, Paris–Brest railway, Line N)Gare de Versailles-Chantiers (Gare Montparnasse, Paris–Brest railway, Line N)Gare de Versailles-Chantiers (Saint-Martin-d'Étampes, Gare de Dourdan-la-Forêt, RER C)Gare de Saint-Quentin-en-Yvelines (Gare de Saint-Quentin-en-Yvelines, RER C)Gare de Saint-Quentin-en-Yvelines (Gare de La Verrière, Line U)Gare de Versailles-Chantiers (La Défense, Line U)Gare de Fontenay-le-Fleury (Gare de Dreux, Gare de Mantes-la-Jolie, Line N)",,,,,,,,,,,Paris–Brest railwaySaint-Cyr - Surdon line,,,,12 July 1849,,159 m,,,,,,Saint-Cyr,,,,"48° 47′ 56.41″ N, 2° 04′ 24.82″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Réseau express régionalTransilien,,,,,,,,,
Gare de Sèvres-Rive-Gauche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Trappes,,,"Gare de La Verrière (Gare de La Verrière, Paris–Brest railway, Line N, Line U)Gare de Saint-Quentin-en-Yvelines (Gare Montparnasse, Paris–Brest railway, Line N)Gare de Saint-Quentin-en-Yvelines (La Défense, Line U)",,,,,,,,,,,Paris–Brest railway,,,,1849,,169 m,,,,,,,,,,"48° 46′ 30.1″ N, 2° 00′ 23.99″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Tacoignières - Richebourg,,,"Gare de Houdan (Gare de Dreux, Line N)Orgerus-Béhoust station (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon line,,,,15 June 1864,,137 m,,,,,15 June 1864,,,,,"48° 49′ 46.34″ N, 1° 40′ 08.18″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Vanves - Malakoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de La Verrière,,,"Gare de Coignières (Gare de Rambouillet, Paris–Brest railway, Line N)Gare de Trappes (Gare Montparnasse, Paris–Brest railway, Line N)Gare de Trappes (La Défense, Line U)",,,,,,,,,,,Paris–Brest railway,,,,1849,,170 m,,,,,12 July 1849,,,,,"48° 45′ 20.17″ N, 1° 56′ 37.09″ E",,,"La Verrière, Yvelines, Île-de-France, Metropolitan France, France",,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Villiers - Neauphle - Pontchartrain,,,"Gare de Montfort-l'Amaury - Méré (Gare de Dreux, Line N)Gare de Plaisir - Grignon (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon line,,,,,,77 m,,,,,,,,,,"48° 48′ 55.47″ N, 1° 52′ 38.32″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Villepreux - Les Clayes,,,"Gare de Plaisir - Les Clayes (Gare de Dreux, Gare de Mantes-la-Jolie, Line N)Gare de Fontenay-le-Fleury (Gare Montparnasse, Line N)",,,,,,,,,,,Saint-Cyr - Surdon lineLine N,,,,,,120 m,,,,,,,,,,"48° 49′ 25.86″ N, 1° 59′ 34.45″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Chailly - Boissy-le-Châtel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 48′ 51.6″ N, 3° 09′ 06.6″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Champbenoist - Poigny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 32′ 44.2″ N, 3° 17′ 14.4″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Changis - Saint-Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 57′ 33.1″ N, 3° 01′ 31.2″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Château-Thierry,,,"Gare de DormansGare de Chézy-sur-Marne (Gare de Paris-Est, Line P)Gare de La Ferté-sous-Jouarre",,,,,,,,,,,Q3239760,,,,1849,,63 m,,,,,,,,,,"49° 02′ 16.65″ N, 3° 24′ 34.17″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,TransilienTER Fluo,,,,,,,,,
Gare de Chézy-sur-Marne,,,"Gare de Nogent-l'Artaud - Charly (Gare de Paris-Est, Line P)Château-Thierry railway station (Château-Thierry railway station, Line P)",,,,,,,,,,,Q3239760,,,,,,63 m,,,,,,,,,,"48° 59′ 30.16″ N, 3° 21′ 50.1″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare d'Esbly,,,"Gare de Lagny - Thorigny (Gare de Paris-Est, Line P)Gare de Montry - Condé (Gare de Crécy-la-Chapelle, Île-de-France tramway Line 14)Gare de Meaux (Gare de Meaux, Line P)",,,,,,,,,,,Paris–Strasbourg railway,,,,1849,,50 m,,,,,,,,,,"48° 54′ 11.45″ N, 2° 48′ 38.43″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,TransilienTramways in Île-de-France,,,,,,,,,
Gare de Faremoutiers - Pommeuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 48′ 30.7″ N, 2° 59′ 35.5″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Coulommiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 48′ 27.7″ N, 3° 04′ 53.6″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de La Ferté-Milon,,,"Gare de Mareuil-sur-Ourcq (Gare de Paris-Est, Line P)",,,,,,,,,,,Ligne de Trilport à Bazoches,,,,,,69 m,,,,,,,,,,"49° 10′ 46.6″ N, 3° 07′ 14.7″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de La Ferté-sous-Jouarre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 57′ 03.2″ N, 3° 07′ 30.8″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Guérard - La Celle-sur-Morin,,,"Gare de Mortcerf (Gare de Paris-Est, Line P)Gare de Faremoutiers - Pommeuse (Gare de Coulommiers, Line P)",,,,,,,,,,,Ligne de Gretz-Armainvilliers à Sézanne,,,,,,109 m,,,,,,,,,,"48° 48′ 37.76″ N, 2° 57′ 16.72″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Lagny - Thorigny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 52′ 55.6″ N, 2° 42′ 15.3″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare d'Isles - Armentières - Congis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 59′ 53.7″ N, 3° 00′ 27.5″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Longueville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Marles-en-Brie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 44′ 04.2″ N, 2° 52′ 05.8″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Mareuil-sur-Ourcq,,,"Gare de Crouy-sur-Ourcq (Gare de Paris-Est, Line P)Gare de La Ferté-Milon (Gare de La Ferté-Milon, Line P)",,Chemins de fer de l'Est,,,,,,,,,Ligne de Trilport à Bazoches,,,,,,71 m,,,,,,,,,,"49° 08′ 07.91″ N, 3° 04′ 30.93″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Mormant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 36′ 49.2″ N, 2° 53′ 20.1″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Mortcerf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 47′ 20.9″ N, 2° 54′ 27″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Mouroux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 48′ 49.7″ N, 3° 02′ 33.6″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Nanteuil - Saâcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 58′ 26.3″ N, 3° 13′ 12.1″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Nangis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 33′ 41.1″ N, 3° 00′ 45.7″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Nogent-l'Artaud - Charly,,,"Gare de Nanteuil - Saâcy (Gare de Paris-Est, Line P)Gare de Chézy-sur-Marne (Château-Thierry railway station, Line P)",,,,,,,,,,,Paris–Strasbourg railway,,,,,,,,,,,,,,,,"48° 58′ 07.41″ N, 3° 19′ 19.74″ E",,,,,,,,,Société nationale des chemins de fer français,Société nationale des chemins de fer français,,,,,,,,,,,,,,,,,,,,,,Transilien,,,,,,,,,
Gare de Provins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 33′ 20.1″ N, 3° 18′ 10.7″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Saint-Siméon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 47′ 57.5″ N, 3° 12′ 30.9″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Sainte-Colombe - Septveilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 31′ 45.9″ N, 3° 15′ 20.5″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
